"Storage 174335 - RawData - C:\Documents and Settings\Administrator\My Documents\•ÐŽRŒ¤\‰iˆä\0313\BTB06.5_2.spc"
"”g’· (nm)","Abs."
579.00,0.11822
580.00,0.11954
581.00,0.12049
582.00,0.12148
583.00,0.12241
584.00,0.12375
585.00,0.12501
586.00,0.12577
587.00,0.12688
588.00,0.12779
589.00,0.12918
590.00,0.13051
591.00,0.13212
592.00,0.13257
593.00,0.13390
594.00,0.13472
595.00,0.13586
596.00,0.13699
597.00,0.13803
598.00,0.13930
599.00,0.14028
600.00,0.14173
601.00,0.14284
602.00,0.14388
603.00,0.14482
604.00,0.14610
605.00,0.14712
606.00,0.14802
607.00,0.14844
608.00,0.14928
609.00,0.15008
610.00,0.15074
611.00,0.15183
612.00,0.15238
613.00,0.15239
614.00,0.15244
615.00,0.15317
616.00,0.15345
617.00,0.15303
618.00,0.15289
619.00,0.15202
620.00,0.15124
621.00,0.15147
622.00,0.15054
623.00,0.14942
624.00,0.14855
625.00,0.14702
626.00,0.14583
627.00,0.14497
628.00,0.14283
629.00,0.14106
630.00,0.13910
631.00,0.13722
632.00,0.13504
633.00,0.13320
634.00,0.13127
635.00,0.12900
636.00,0.12631
637.00,0.12417
638.00,0.12148
639.00,0.11842
640.00,0.11590
641.00,0.11331
642.00,0.11030
643.00,0.10773
644.00,0.10510
645.00,0.10236
646.00,0.09981
647.00,0.09680
648.00,0.09403
649.00,0.09139
650.00,0.08835
651.00,0.08554
652.00,0.08275
653.00,0.08018
654.00,0.07753
655.00,0.07529
656.00,0.07293
657.00,0.07066
658.00,0.06857
659.00,0.06555
660.00,0.06393
661.00,0.06132
662.00,0.05912
663.00,0.05780
664.00,0.05621
665.00,0.05388
666.00,0.05246
667.00,0.05089
668.00,0.04975
669.00,0.04770
670.00,0.04649
671.00,0.04563
672.00,0.04381
673.00,0.04246
674.00,0.04163
675.00,0.04052
676.00,0.03940
677.00,0.03866
678.00,0.03753
679.00,0.03684
680.00,0.03604
681.00,0.03503
682.00,0.03419
683.00,0.03339
684.00,0.03342
685.00,0.03260
686.00,0.03196
687.00,0.03121
688.00,0.03105
689.00,0.03012
690.00,0.02963
691.00,0.02995
692.00,0.02865
693.00,0.02891
694.00,0.02850
695.00,0.02794
696.00,0.02779
697.00,0.02761
698.00,0.02666
699.00,0.02651
700.00,0.02676
701.00,0.02648
702.00,0.02581
703.00,0.02625
704.00,0.02608
705.00,0.02549
706.00,0.02572
707.00,0.02478
708.00,0.02483
709.00,0.02449
710.00,0.02478
711.00,0.02473
712.00,0.02469
713.00,0.02438
714.00,0.02449
715.00,0.02448
716.00,0.02400
717.00,0.02372
718.00,0.02376
719.00,0.02389
720.00,0.02365
721.00,0.02374
722.00,0.02327
723.00,0.02320
724.00,0.02352
725.00,0.02323
726.00,0.02304
727.00,0.02299
728.00,0.02321
729.00,0.02271
730.00,0.02323
731.00,0.02272
732.00,0.02333
733.00,0.02328
734.00,0.02305
735.00,0.02237
736.00,0.02210
737.00,0.02249
738.00,0.02196
739.00,0.02209
740.00,0.02181
741.00,0.02342
742.00,0.02344
743.00,0.02403
744.00,0.02330
745.00,0.02247
746.00,0.02290
747.00,0.02355
748.00,0.02234
749.00,0.02341
750.00,0.02297
751.00,0.02316
752.00,0.02242
753.00,0.02288
754.00,0.02297
755.00,0.02295
756.00,0.02286
757.00,0.02317
758.00,0.02267
759.00,0.02209
760.00,0.02289
761.00,0.02222
762.00,0.02250
763.00,0.02179
764.00,0.02213
765.00,0.02270
766.00,0.02239
767.00,0.02262
768.00,0.02254
769.00,0.02227
770.00,0.02191
771.00,0.02228
772.00,0.02221
773.00,0.02192
774.00,0.02249
775.00,0.02257
776.00,0.02211
777.00,0.02227
778.00,0.02203
779.00,0.02203
780.00,0.02200
781.00,0.02282
782.00,0.02238
783.00,0.02199
784.00,0.02222
785.00,0.02138
786.00,0.02265
787.00,0.02226
788.00,0.02133
789.00,0.02224
790.00,0.02141
791.00,0.02190
792.00,0.02179
793.00,0.02207
794.00,0.02223
795.00,0.02223
796.00,0.02183
797.00,0.02201
798.00,0.02181
799.00,0.02194
800.00,0.02210
801.00,0.02180
802.00,0.02191
803.00,0.02145
804.00,0.02140
805.00,0.02091
806.00,0.02152
807.00,0.02169
808.00,0.02153
809.00,0.02132
810.00,0.02188
811.00,0.02150
812.00,0.02127
813.00,0.02212
814.00,0.02081
815.00,0.02114
816.00,0.02121
817.00,0.02131
818.00,0.02091
819.00,0.02102
820.00,0.02134
821.00,0.02091
822.00,0.02061
823.00,0.02062
824.00,0.02094
825.00,0.02057
826.00,0.02060
827.00,0.02083
828.00,0.02108
829.00,0.02025
830.00,0.02044
831.00,0.02015
832.00,0.02078
833.00,0.02040
834.00,0.02022
835.00,0.02036
836.00,0.01984
837.00,0.01980
838.00,0.01971
839.00,0.02026
840.00,0.01978
841.00,0.01958
842.00,0.01941
843.00,0.01936
844.00,0.01978
845.00,0.01847
846.00,0.01945
847.00,0.01941
848.00,0.01940
849.00,0.01904
850.00,0.01877
851.00,0.01939
852.00,0.01809
853.00,0.01824
854.00,0.01883
855.00,0.01940
856.00,0.01878
857.00,0.01907
858.00,0.01868
859.00,0.01822
860.00,0.01751
861.00,0.01772
862.00,0.01851
863.00,0.01793
864.00,0.01898
865.00,0.01820
866.00,0.01816
867.00,0.01795
868.00,0.01952
869.00,0.01859
870.00,0.01548
871.00,0.01954
872.00,0.01869
873.00,0.01626
874.00,0.01733
875.00,0.01758
876.00,0.01835
877.00,0.01740
878.00,0.01654
879.00,0.01706
880.00,0.01691
881.00,0.01434
882.00,0.01771
883.00,0.01487
884.00,0.01813
885.00,0.01564
886.00,0.01388
887.00,0.01735
888.00,0.01223
889.00,0.01541
890.00,0.01543
891.00,0.01407
892.00,0.01835
893.00,0.01693
894.00,0.01541
895.00,0.01855
896.00,0.01932
897.00,0.01620
898.00,0.01479
899.00,0.01449
900.00,0.01464
901.00, 
902.00, 
903.00, 
904.00, 
905.00, 
906.00, 
907.00, 
908.00, 
909.00, 
910.00, 
911.00, 
912.00, 
913.00, 
914.00, 
915.00, 
916.00, 
917.00, 
918.00, 
919.00, 
920.00, 
921.00, 
922.00, 
923.00, 
924.00, 
925.00, 
926.00, 
927.00, 
928.00, 
929.00, 
930.00, 
931.00, 
932.00, 
933.00, 
934.00, 
935.00, 
936.00, 
937.00, 
938.00, 
939.00, 
940.00, 
941.00, 
942.00, 
943.00, 
944.00, 
945.00, 
946.00, 
947.00, 
948.00, 
949.00, 
950.00, 
951.00, 
952.00, 
953.00, 
954.00, 
955.00, 
956.00, 
957.00, 
958.00, 
959.00, 
960.00, 
961.00, 
962.00, 
963.00, 
964.00, 
965.00, 
966.00, 
967.00, 
968.00, 
969.00, 
970.00, 
971.00, 
972.00, 
973.00, 
974.00, 
975.00, 
976.00, 
977.00, 
978.00, 
979.00, 
980.00, 
981.00, 
982.00, 
983.00, 
984.00, 
985.00, 
986.00, 
987.00, 
988.00, 
989.00, 
990.00, 
991.00, 
992.00, 
993.00, 
994.00, 
995.00, 
996.00, 
997.00, 
998.00, 
999.00, 
1000.00, 
1001.00, 
1002.00, 
1003.00, 
1004.00, 
1005.00, 
1006.00, 
1007.00, 
1008.00, 
1009.00, 
1010.00, 
1011.00, 
1012.00, 
1013.00, 
1014.00, 
1015.00, 
1016.00, 
1017.00, 
1018.00, 
1019.00, 
1020.00, 
1021.00, 
1022.00, 
1023.00, 
1024.00, 
1025.00, 
1026.00, 
1027.00, 
1028.00, 
1029.00, 
1030.00, 
1031.00, 
1032.00, 
1033.00, 
1034.00, 
1035.00, 
1036.00, 
1037.00, 
1038.00, 
1039.00, 
1040.00, 
1041.00, 
1042.00, 
1043.00, 
1044.00, 
1045.00, 
1046.00, 
1047.00, 
1048.00, 
1049.00, 
1050.00, 
1051.00, 
1052.00, 
1053.00, 
1054.00, 
1055.00, 
1056.00, 
1057.00, 
1058.00, 
1059.00, 
1060.00, 
1061.00, 
1062.00, 
1063.00, 
1064.00, 
1065.00, 
1066.00, 
1067.00, 
1068.00, 
1069.00, 
1070.00, 
1071.00, 
1072.00, 
1073.00, 
1074.00, 
1075.00, 
1076.00, 
1077.00, 
1078.00, 
1079.00, 
1080.00, 
1081.00, 
1082.00, 
1083.00, 
1084.00, 
1085.00, 
1086.00, 
1087.00, 
1088.00, 
1089.00, 
1090.00, 
1091.00, 
1092.00, 
1093.00, 
1094.00, 
1095.00, 
1096.00, 
1097.00, 
1098.00, 
1099.00, 
1100.00, 
1101.00, 
1102.00, 
1103.00, 
1104.00, 
1105.00, 
1106.00, 
1107.00, 
1108.00, 
1109.00, 
1110.00, 
1111.00, 
1112.00, 
1113.00, 
1114.00, 
1115.00, 
1116.00, 
1117.00, 
1118.00, 
1119.00, 
1120.00, 
1121.00, 
1122.00, 
1123.00, 
1124.00, 
1125.00, 
1126.00, 
1127.00, 
1128.00, 
1129.00, 
1130.00, 
1131.00, 
1132.00, 
1133.00, 
1134.00, 
1135.00, 
1136.00, 
1137.00, 
1138.00, 
1139.00, 
1140.00, 
1141.00, 
1142.00, 
1143.00, 
1144.00, 
1145.00, 
1146.00, 
1147.00, 
1148.00, 
1149.00, 
1150.00, 
1151.00, 
1152.00, 
1153.00, 
1154.00, 
1155.00, 
1156.00, 
1157.00, 
1158.00, 
1159.00, 
1160.00, 
1161.00, 
1162.00, 
1163.00, 
1164.00, 
1165.00, 
1166.00, 
1167.00, 
1168.00, 
1169.00, 
1170.00, 
1171.00, 
1172.00, 
1173.00, 
1174.00, 
1175.00, 
1176.00, 
1177.00, 
1178.00, 
1179.00, 
1180.00, 
1181.00, 
1182.00, 
1183.00, 
1184.00, 
1185.00, 
1186.00, 
1187.00, 
1188.00, 
1189.00, 
1190.00, 
1191.00, 
1192.00, 
1193.00, 
1194.00, 
1195.00, 
1196.00, 
1197.00, 
1198.00, 
1199.00, 
1200.00, 
1201.00, 
1202.00, 
1203.00, 
1204.00, 
1205.00, 
1206.00, 
1207.00, 
1208.00, 
1209.00, 
1210.00, 
1211.00, 
1212.00, 
1213.00, 
1214.00, 
1215.00, 
1216.00, 
1217.00, 
1218.00, 
1219.00, 
1220.00, 
1221.00, 
1222.00, 
1223.00, 
1224.00, 
1225.00, 
1226.00, 
1227.00, 
1228.00, 
1229.00, 
1230.00, 
1231.00, 
1232.00, 
1233.00, 
1234.00, 
1235.00, 
1236.00, 
1237.00, 
1238.00, 
1239.00, 
1240.00, 
1241.00, 
1242.00, 
1243.00, 
1244.00, 
1245.00, 
1246.00, 
1247.00, 
1248.00, 
1249.00, 
1250.00, 
1251.00, 
1252.00, 
1253.00, 
1254.00, 
1255.00, 
1256.00, 
1257.00, 
1258.00, 
1259.00, 
1260.00, 
1261.00, 
1262.00, 
1263.00, 
1264.00, 
1265.00, 
1266.00, 
1267.00, 
1268.00, 
1269.00, 
1270.00, 
1271.00, 
1272.00, 
1273.00, 
1274.00, 
1275.00, 
1276.00, 
1277.00, 
1278.00, 
1279.00, 
1280.00, 
1281.00, 
1282.00, 
1283.00, 
1284.00, 
1285.00, 
1286.00, 
1287.00, 
1288.00, 
1289.00, 
1290.00, 
1291.00, 
1292.00, 
1293.00, 
1294.00, 
1295.00, 
1296.00, 
1297.00, 
1298.00, 
1299.00, 
1300.00, 
1301.00, 
1302.00, 
1303.00, 
1304.00, 
1305.00, 
1306.00, 
1307.00, 
1308.00, 
1309.00, 
1310.00, 
1311.00, 
1312.00, 
1313.00, 
1314.00, 
1315.00, 
1316.00, 
1317.00, 
1318.00, 
1319.00, 
1320.00, 
1321.00, 
1322.00, 
1323.00, 
1324.00, 
1325.00, 
1326.00, 
1327.00, 
1328.00, 
1329.00, 
1330.00, 
1331.00, 
1332.00, 
1333.00, 
1334.00, 
1335.00, 
1336.00, 
1337.00, 
1338.00, 
1339.00, 
1340.00, 
1341.00, 
1342.00, 
1343.00, 
1344.00, 
1345.00, 
1346.00, 
1347.00, 
1348.00, 
1349.00, 
1350.00, 
1351.00, 
1352.00, 
1353.00, 
1354.00, 
1355.00, 
1356.00, 
1357.00, 
1358.00, 
1359.00, 
1360.00, 
1361.00, 
1362.00, 
1363.00, 
1364.00, 
1365.00, 
1366.00, 
1367.00, 
1368.00, 
1369.00, 
1370.00, 
1371.00, 
1372.00, 
1373.00, 
1374.00, 
1375.00, 
1376.00, 
1377.00, 
1378.00, 
1379.00, 
1380.00, 
1381.00, 
1382.00, 
1383.00, 
1384.00, 
1385.00, 
1386.00, 
1387.00, 
1388.00, 
1389.00, 
1390.00, 
1391.00, 
1392.00, 
1393.00, 
1394.00, 
1395.00, 
1396.00, 
1397.00, 
1398.00, 
1399.00, 
1400.00, 
1401.00, 
1402.00, 
1403.00, 
1404.00, 
1405.00, 
1406.00, 
1407.00, 
1408.00, 
1409.00, 
1410.00, 
1411.00, 
1412.00, 
1413.00, 
1414.00, 
1415.00, 
1416.00, 
1417.00, 
1418.00, 
1419.00, 
1420.00, 
1421.00, 
1422.00, 
1423.00, 
1424.00, 
1425.00, 
1426.00, 
1427.00, 
1428.00, 
1429.00, 
1430.00, 
1431.00, 
1432.00, 
1433.00, 
1434.00, 
1435.00, 
1436.00, 
1437.00, 
1438.00, 
1439.00, 
1440.00, 
1441.00, 
1442.00, 
1443.00, 
1444.00, 
1445.00, 
1446.00, 
1447.00, 
1448.00, 
1449.00, 
1450.00, 
1451.00, 
1452.00, 
1453.00, 
1454.00, 
1455.00, 
1456.00, 
1457.00, 
1458.00, 
1459.00, 
1460.00, 
1461.00, 
1462.00, 
1463.00, 
1464.00, 
1465.00, 
1466.00, 
1467.00, 
1468.00, 
1469.00, 
1470.00, 
1471.00, 
1472.00, 
1473.00, 
1474.00, 
1475.00, 
1476.00, 
1477.00, 
1478.00, 
1479.00, 
1480.00, 
1481.00, 
1482.00, 
1483.00, 
1484.00, 
1485.00, 
1486.00, 
1487.00, 
1488.00, 
1489.00, 
1490.00, 
1491.00, 
1492.00, 
1493.00, 
1494.00, 
1495.00, 
1496.00, 
1497.00, 
1498.00, 
1499.00, 
1500.00, 
1501.00, 
1502.00, 
1503.00, 
1504.00, 
1505.00, 
1506.00, 
1507.00, 
1508.00, 
1509.00, 
1510.00, 
1511.00, 
1512.00, 
1513.00, 
1514.00, 
1515.00, 
1516.00, 
1517.00, 
1518.00, 
1519.00, 
1520.00, 
1521.00, 
1522.00, 
1523.00, 
1524.00, 
1525.00, 
1526.00, 
1527.00, 
1528.00, 
1529.00, 
1530.00, 
1531.00, 
1532.00, 
1533.00, 
1534.00, 
1535.00, 
1536.00, 
1537.00, 
1538.00, 
1539.00, 
1540.00, 
1541.00, 
1542.00, 
1543.00, 
1544.00, 
1545.00, 
1546.00, 
1547.00, 
1548.00, 
1549.00, 
1550.00, 
1551.00, 
1552.00, 
1553.00, 
1554.00, 
1555.00, 
1556.00, 
1557.00, 
1558.00, 
1559.00, 
1560.00, 
1561.00, 
1562.00, 
1563.00, 
1564.00, 
1565.00, 
1566.00, 
1567.00, 
1568.00, 
1569.00, 
1570.00, 
1571.00, 
1572.00, 
1573.00, 
1574.00, 
1575.00, 
1576.00, 
1577.00, 
1578.00, 
1579.00, 
1580.00, 
1581.00, 
1582.00, 
1583.00, 
1584.00, 
1585.00, 
1586.00, 
1587.00, 
1588.00, 
1589.00, 
1590.00, 
1591.00, 
1592.00, 
1593.00, 
1594.00, 
1595.00, 
1596.00, 
1597.00, 
1598.00, 
1599.00, 
1600.00, 
1601.00, 
1602.00, 
1603.00, 
1604.00, 
1605.00, 
1606.00, 
1607.00, 
1608.00, 
1609.00, 
1610.00, 
1611.00, 
1612.00, 
1613.00, 
1614.00, 
1615.00, 
1616.00, 
1617.00, 
1618.00, 
1619.00, 
1620.00, 
1621.00, 
1622.00, 
1623.00, 
1624.00, 
1625.00, 
1626.00, 
1627.00, 
1628.00, 
1629.00, 
1630.00, 
1631.00, 
1632.00, 
1633.00, 
1634.00, 
1635.00, 
1636.00, 
1637.00, 
1638.00, 
1639.00, 
1640.00, 
1641.00, 
1642.00, 
1643.00, 
1644.00, 
1645.00, 
1646.00, 
1647.00, 
1648.00, 
1649.00, 
1650.00, 
1651.00, 
1652.00, 
1653.00, 
1654.00, 
1655.00, 
1656.00, 
1657.00, 
1658.00, 
1659.00, 
1660.00, 
1661.00, 
1662.00, 
1663.00, 
1664.00, 
1665.00, 
1666.00, 
1667.00, 
1668.00, 
1669.00, 
1670.00, 
1671.00, 
1672.00, 
1673.00, 
1674.00, 
1675.00, 
1676.00, 
1677.00, 
1678.00, 
1679.00, 
1680.00, 
1681.00, 
1682.00, 
1683.00, 
1684.00, 
1685.00, 
1686.00, 
1687.00, 
1688.00, 
1689.00, 
1690.00, 
1691.00, 
1692.00, 
1693.00, 
1694.00, 
1695.00, 
1696.00, 
1697.00, 
1698.00, 
1699.00, 
1700.00, 
1701.00, 
1702.00, 
1703.00, 
1704.00, 
1705.00, 
1706.00, 
1707.00, 
1708.00, 
1709.00, 
1710.00, 
1711.00, 
1712.00, 
1713.00, 
1714.00, 
1715.00, 
1716.00, 
1717.00, 
1718.00, 
1719.00, 
1720.00, 
1721.00, 
1722.00, 
1723.00, 
1724.00, 
1725.00, 
1726.00, 
1727.00, 
1728.00, 
1729.00, 
1730.00, 
1731.00, 
1732.00, 
1733.00, 
1734.00, 
1735.00, 
1736.00, 
1737.00, 
1738.00, 
1739.00, 
1740.00, 
1741.00, 
1742.00, 
1743.00, 
1744.00, 
1745.00, 
1746.00, 
1747.00, 
1748.00, 
1749.00, 
1750.00, 
1751.00, 
1752.00, 
1753.00, 
1754.00, 
1755.00, 
1756.00, 
1757.00, 
1758.00, 
1759.00, 
1760.00, 
1761.00, 
1762.00, 
1763.00, 
1764.00, 
1765.00, 
1766.00, 
1767.00, 
1768.00, 
1769.00, 
1770.00, 
1771.00, 
1772.00, 
1773.00, 
1774.00, 
1775.00, 
1776.00, 
1777.00, 
1778.00, 
1779.00, 
1780.00, 
1781.00, 
1782.00, 
1783.00, 
1784.00, 
1785.00, 
1786.00, 
1787.00, 
1788.00, 
1789.00, 
1790.00, 
1791.00, 
1792.00, 
1793.00, 
1794.00, 
1795.00, 
1796.00, 
1797.00, 
1798.00, 
1799.00, 
1800.00, 
1801.00, 
1802.00, 
1803.00, 
1804.00, 
1805.00, 
1806.00, 
1807.00, 
1808.00, 
1809.00, 
1810.00, 
1811.00, 
1812.00, 
1813.00, 
1814.00, 
1815.00, 
1816.00, 
1817.00, 
1818.00, 
1819.00, 
1820.00, 
1821.00, 
1822.00, 
1823.00, 
1824.00, 
1825.00, 
1826.00, 
1827.00, 
1828.00, 
1829.00, 
1830.00, 
1831.00, 
1832.00, 
1833.00, 
1834.00, 
1835.00, 
1836.00, 
1837.00, 
1838.00, 
1839.00, 
1840.00, 
1841.00, 
1842.00, 
1843.00, 
1844.00, 
1845.00, 
1846.00, 
1847.00, 
1848.00, 
1849.00, 
1850.00, 
1851.00, 
1852.00, 
1853.00, 
1854.00, 
1855.00, 
1856.00, 
1857.00, 
1858.00, 
1859.00, 
1860.00, 
1861.00, 
1862.00, 
1863.00, 
1864.00, 
1865.00, 
1866.00, 
1867.00, 
1868.00, 
1869.00, 
1870.00, 
1871.00, 
1872.00, 
1873.00, 
1874.00, 
1875.00, 
1876.00, 
1877.00, 
1878.00, 
1879.00, 
1880.00, 
1881.00, 
1882.00, 
1883.00, 
1884.00, 
1885.00, 
1886.00, 
1887.00, 
1888.00, 
1889.00, 
1890.00, 
1891.00, 
1892.00, 
1893.00, 
1894.00, 
1895.00, 
1896.00, 
1897.00, 
1898.00, 
1899.00, 
1900.00, 
1901.00, 
1902.00, 
1903.00, 
1904.00, 
1905.00, 
1906.00, 
1907.00, 
1908.00, 
1909.00, 
1910.00, 
1911.00, 
1912.00, 
1913.00, 
1914.00, 
1915.00, 
1916.00, 
1917.00, 
1918.00, 
1919.00, 
1920.00, 
1921.00, 
1922.00, 
1923.00, 
1924.00, 
1925.00, 
1926.00, 
1927.00, 
1928.00, 
1929.00, 
1930.00, 
1931.00, 
1932.00, 
1933.00, 
1934.00, 
1935.00, 
1936.00, 
1937.00, 
1938.00, 
1939.00, 
1940.00, 
1941.00, 
1942.00, 
1943.00, 
1944.00, 
1945.00, 
1946.00, 
1947.00, 
1948.00, 
1949.00, 
1950.00, 
1951.00, 
1952.00, 
1953.00, 
1954.00, 
1955.00, 
1956.00, 
1957.00, 
1958.00, 
1959.00, 
1960.00, 
1961.00, 
1962.00, 
1963.00, 
1964.00, 
1965.00, 
1966.00, 
1967.00, 
1968.00, 
1969.00, 
1970.00, 
1971.00, 
1972.00, 
1973.00, 
1974.00, 
1975.00, 
1976.00, 
1977.00, 
1978.00, 
1979.00, 
1980.00, 
1981.00, 
1982.00, 
1983.00, 
1984.00, 
1985.00, 
1986.00, 
1987.00, 
1988.00, 
1989.00, 
1990.00, 
1991.00, 
1992.00, 
1993.00, 
1994.00, 
1995.00, 
1996.00, 
1997.00, 
1998.00, 
1999.00, 
2000.00, 
2001.00, 
2002.00, 
2003.00, 
2004.00, 
2005.00, 
2006.00, 
2007.00, 
2008.00, 
2009.00, 
2010.00, 
2011.00, 
2012.00, 
2013.00, 
2014.00, 
2015.00, 
2016.00, 
2017.00, 
2018.00, 
2019.00, 
2020.00, 
2021.00, 
2022.00, 
2023.00, 
2024.00, 
2025.00, 
2026.00, 
2027.00, 
2028.00, 
2029.00, 
2030.00, 
2031.00, 
